FlightDate,Airline,FlightNumber,OriginAirport,DestinationAirport,DepartureDelay,DelayReason,WeatherCondition
2024-01-30,GoAir,GO522,CCU,BLR,21,Weather,Thunderstorm
2024-05-04,SpiceJet,SP868,DEL,HYD,178,Weather,Heavy Rain
2024-04-25,GoAir,GO909,HYD,CCU,116,Crew,Clear
2024-02-06,Indigo,IN332,PNQ,HYD,134,Weather,Snow
2024-04-05,SpiceJet,SP574,HYD,MAA,77,Security,Clear
2024-06-12,Indigo,IN402,LKO,DEL,113,Weather,Snow
2024-01-20,GoAir,GO401,LKO,PNQ,137,Technical,Clear
2024-05-02,Indigo,IN460,LKO,BOM,144,Weather,Heavy Rain
2024-01-03,Indigo,IN249,MAA,DEL,70,Weather,Clear
2024-04-05,Indigo,IN559,CCU,HYD,132,Crew,Clear
2024-06-08,Air India,AI391,LKO,DEL,164,ATC,Clear
2024-04-22,Vistara,VI543,DEL,CCU,159,Crew,Clear
2024-02-09,Vistara,VI438,PNQ,LKO,83,Crew,Clear
2024-02-06,SpiceJet,SP195,CCU,HYD,25,Weather,Fog
2024-03-18,Indigo,IN236,BLR,MAA,121,Technical,Clear
2024-04-19,GoAir,GO681,MAA,BOM,31,Weather,Heavy Rain
2024-01-10,Air India,AI844,PNQ,CCU,134,Weather,Heavy Rain
2024-06-21,Vistara,VI216,BOM,CCU,102,Weather,Clear
2024-04-05,Vistara,VI364,LKO,CCU,149,Technical,Clear
2024-06-19,GoAir,GO632,MAA,PNQ,77,Technical,Clear
